name,bio,expertises,total_ratings,avarage_rating
Jessica Kucera,"Olá, bem vindo ao meu perfil!, , Sou psicóloga clínica e psicoterapeuta especializada há mais de 10 anos, com ampla experiência na avaliação, acolhimento, diagnóstico e tratamento em saúde mental, acompanho e guio meus pacientes com base na abordagem Existencialista Sartreana, associada a práticas baseadas nas melhores evidências disponíveis na ciência psicológica (PBE). , , Ofereço em minha prática o encontro da perícia clínica e competência técnica - construída ao longo destes anos - à atmosfera acolhedora e compreensiva, de extremo respeito e comprometimento ético construída em encontros para que assim possamos compreender de fato sua afetação atual: desde os sintomas, emoções, pensamentos, comportamentos, assim como as relações, situações vividas, história, origens e escolhas que te trouxeram até o presente momento, analisando e estruturando junto a você, ferramentas de tratamento, compreensão, reestruturação e enfrentamento para transcender o sofrimento e reconstruir  a leveza de viver que a dureza da vida pode ter parecido encerrar., , Para além de estabilizar e aliviar os sintomas, sofrimentos e desdobramentos dos quadros psicológicos/psicopatológicos, mesmo utilizando o melhor da técnica,  nosso diferencial reside no processo: buscamos tornar-te mais consciente, mais forte e mais sujeito de sua própria história. Buscaremos encontrar não só resoluções e estabilidade, mas também o verdadeiro sentido que só pode ter numa existência baseada em escolhas e posicionamentos que te proporcionem melhor viver, sentir e experienciar a vida de forma mais autêntica, espontânea e livre., , Aguardo você para juntos, iniciarmos sua jornada de mudança e (re)construção de seu ser! , , IMPORTANTE: Atendimento exclusivo a mulheres; atendimento disponível a brasileiros no exterior. >Cedemos RECIBOS para REEMBOLSO junto ao seu plano de saúde.,","Ansiedade, Cirurgia Bariátrica, Conflitos Amorosos, Conflitos Familiares, Depressão, Emagrecimento, Estresse, Estresse Pós Traumático, Fobia Social, Medos e Fobias, Morte e Luto, Obesidade, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, TOC (Transtorno Obsessivo Compulsivo), Transtorno de Humor, Incertezas quanto ao momento e futuro, Maternidade, Puerpério",630,5.0
Paloma Aparecida Magalhães Rocha,"Olá, me chamo Paloma, sou psicóloga clínica e pós graduanda em Terapia Cognitivo Comportamental, realizo atendimentos com adultos.  O processo terapêutico não é só sobre escutar mas compreender e respeitar cada paciente com a sua singularidade auxiliando a lidar com suas angústias, dores e ansiedades. , ,","Ansiedade, Conflitos Familiares, Depressão, Dor, Estresse, Estresse Pós Traumático, Família, Fobia Social, Infância, Morte e Luto, Psicologia Clínica, Incertezas quanto ao momento e futuro",51,5.0
Bárbara Ribeiro Rocha,"Iniciar uma psicoterapia é uma grande decisão, não é fácil olhar para as próprias dificuldades e escolher novas possibilidades de vida., , Muitas vezes, existir na superfície, se esquivando dos incômodos é o modo conhecido de lidar com os conflitos. Mas o mal-estar permanece ali, a espreita., , A psicoterapia requer coragem e acima de tudo um novo olhar, um olhar entre, atraves de você mesmo. Vamos juntos caminhar para o autoconhecimento?, , @psi.baribeiror,","Ansiedade, Compulsões, Conflitos Amorosos, Dependência Química, Depressão, Estresse, Família, Fobias, Morte e Luto, Psicologia Clínica, Psicologia Social, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, Suicídio, Sexualidade e identidade de gênero, Adolescência",11,5.0
Breno Baldi Rodrigues,"Olá, seja bem vindo(a)! Desde já, quero lhe parabenizar pela a iniciativa de buscar um profissional para poder trabalhar suas demandas. O primeiro passo você já deu, agora é partir para o processo terapêutico e, eu estarei aqui disponível para te ajudar nesse novo caminha. , , Atuo como psicólogo clínico, com o público jovem e adulto. Na primeira sessão vou entender o que está lhe incomodando e ao final da sessão darei um feedback. Se o trabalho que entrego atender suas expectativas no sentido de aliviar suas dores emocionais você poderá agendar outras sessões.,","Acompanhamento pessoal, Ansiedade, Compulsões, Depressão, Desenvolvimento Pessoal, Estresse, Medos e Fobias, Orientação Profissional, Preparação para aposentadoria, Psicologia Clínica, Psicologia Organizacional, Saúde Mental, TDAH (Transtorno de Déficit de Atenção e Hiperatividade), TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Transtorno de Humor, Treinamento de Memória, Adaptação ao Home Office, Desenvolvimento de Competências Profissionais, Adolescência, Recrutamento e seleção de pessoal, Marketing e Publicidade",0,0
Gustavo Brehmer,"- Atendo a partir de 18 anos., A vida se apresenta de diversas maneiras, e as interpretações sobre ela acontecem de acordo com a percepção que temos de acordo com os contextos aos quais estamos inseridos. Sempre há tempo para reestruturar nossa cognição e modificar nossos comportamentos!, Atuo pela terapia cognitivo-comportamental e ajudo você a repensar, reconstruir e reorganizar a partir do que temos no aqui e no agora, proporcionando novos olhares e uma melhor versão de você. Conte comigo! Você não está sozinho (a).,","Acompanhamento pessoal, Ansiedade, Casamento, Compulsões, Conflitos Familiares, Desenvolvimento Pessoal, Emagrecimento, Estresse, Família, Infância, Medos e Fobias, Psicologia Clínica, Relacionamentos Afetivos, Transtorno de Humor, Quarentena e Isolamento Social, Incertezas quanto ao momento e futuro, Adolescência",384,5.0
Jenniffer Simas de Oliveira Siqueira,"Seja muito bem vinda(o)!, , Fico feliz por confiar a mim, a missão de cuidado a sua saúde mental. Missão essa, que buscaremos alcançar juntas(os)., , *Psicóloga Jenniffer Simas*,","Acompanhamento pessoal, Casal, Casamento, Conflitos Amorosos, Conflitos Familiares, Desenvolvimento Pessoal, Estresse, Família, Psicologia Clínica, Adaptação ao Home Office, Sexualidade e identidade de gênero, Adolescência",20,5.0
Murilo Rodrigues Pereira,"Olá, me chamo Murilo e este é o meu perfil de trabalho. Você conhece o trabalho do psicólogo clinico? Meu objetivo enquanto psicoterapeuta é participar como facilitador do seu processo de crescimento e mudança, as nossas sessões serão um espaço de muito acolhimento, empatia e reflexões. Meu trabalho está pautado por um olhar empático, sem julgamentos, buscando sempre valorizar o potencial humano de mudança. Assim, juntos, poderemos compreender quais aspectos da sua vida e do seu cotidiano serão importantes para nosso processo de análise. Nosso trabalho é assegurado pela ética e o sigilo, sua privacidade é muito importante para o nosso processo terapêutico. , Estou aguardando você para dialogarmos!,","Compulsões, Conflitos Amorosos, Conflitos Familiares, Dependência Química, Depressão, Dor, Família, Pacientes Enfermos, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, Suicídio, Tanatologia, TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Transtorno de Humor, Transtornos Alimentares (Bulimia, Anorexia, etc), Transtornos do Sono, Sexualidade e identidade de gênero, Dependência em Jogos",0,0
Camila Galvão,"Olá! Sou a Camila, Psicóloga graduada pelo Centro Universitário Cenecista de Osório (UNICNEC) e tenho Formação em Terapia do Esquema pelo InTCC. Durante a graduação tive a oportunidade de circular e conhecer algumas áreas da Psicologia, entre elas, a Organizacional, Escolar e Clínica. Na modalidade Online, meu trabalho está voltado para o atendimento individual de Adultos, utilizando a abordagem Cognitivo-Comportamental e a Terapia do Esquema, tendo como principais pilares, a ética, o acolhimento das demandas e a escuta ativa.,","Ansiedade, Depressão, Desenvolvimento Pessoal, Estresse, Estresse Pós Traumático, Fobia Social, Fobias, Medos e Fobias, Morte e Luto, Orientação psicológica, Psicologia Clínica, Saúde Mental, Síndrome do Pânico, TOC (Transtorno Obsessivo Compulsivo), Quarentena e Isolamento Social, Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero",1,5.0
Silvia Laís Moraes,", Olá, fico feliz em você ter chegado até aqui, seja bem vindo(a)!!, Me chamo Silvia  e atuo com a abordagem centrada no cliente e imagino que não tenha sido fácil decidir procurar ajuda psicológica; afinal falar de nossas dores, medos, inseguranças (principalmente quando pensamos que o que for dito na psicoterapia não será compreendido validado); gera desconforto!   , Saiba que seus sentimentos  é um dos  meus maiores  objetivos enquanto psicoterapêuta, portanto que neste espaço você se sinta seguro(a) e acolhido(a)!, Com isso te faço um convite para  que possamos juntos construir   melhores possibilidades  de autoconhecimento e autonomia nas tomadas das suas decisões., Tenho experiência  em psicoterapia para adulto e idosos com depressão, processos de lutos, ansiedade e suicídio, acompanhamento  psicológico na gravidez e puerpério; pré Natal psicológico ( um acompanhamento que visa a prevenção de Adoecimento psíquicos no período grávidico/puérperal; conflitos conjugais e familiares;  acompanhamento psicológico de mulheres em situação de violência doméstica  acompanhamento terapêutico em unidade de saúde., ,","Acompanhamento psicológico de Gravidez, Conflitos Familiares, Depressão, Morte e Luto, Orientação de pais, Pacientes Enfermos, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Suicídio, Violência Doméstica, Violência Sexual, Maternidade, Paternidade, Puerpério, Parentalidade, Psicologia Perinatal",23,5.0
Vivian Salviano S Almeda,"Você se sente esgotado fisicamente e emocionalmente? Sente-se incapaz, desmotivado e desconectado com o seu trabalho? Parece sobrecarregado, sempre ocupado, mas pouco produtivo e sem propósito? Se cobra constantemente para fazer mais quando 24 horas são insuficientes e ainda falta tempo para sua família ou para si mesmo? , , Muitas pessoas enfrentam essas questões diariamente, mas têm receio de pedir ajuda pela exposição ou por acreditarem que não existe solução. Podem também não perceber o que está acontecendo ou não conseguir dar a atenção necessária. , , Trabalho no aperfeiçoamento das competências socioemocionais, reconexão de propósito, gestão do estresse, ansiedade e das relações, tanto no trabalho quanto na vida pessoal., Posso te apoiar na compreensão, estruturação e enfrentamento de situações de conflito, possibilitando a (re) significação de suas vivências, gerando autonomia para poder fazer escolhas e transformar o que aparenta ser insolúvel, através de suas próprias potencialidades., , A minha orientação é a Fenomenologia Existencial, que considera como base fundamental o ser sempre em relação com o mundo, único e em constante movimento de possibilidades e mudanças., Me apoio no Mindfulness (Atenção Plena) para melhoria da concentração, ansiedade e estresse e utilizo a metodologia Life Design para para abordar os desafios em nossas vidas de uma forma diferente e mais holística., , , Se deseja saber mais, marque um horário ou me contate diretamente pelo meu número para encontrarmos o melhor momento para você., Estou à disposição para acolhê-lo e apoia-lo nessa jornada!, , , ,","Ansiedade, Conflitos Amorosos, Consultoria Empresarial, Depressão, Desenvolvimento Pessoal, Estresse, Orientação Profissional, Psicologia Clínica, Psicologia Organizacional, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, Transtorno de Humor, Adaptação ao Home Office, Incertezas quanto ao momento e futuro, Desenvolvimento de Competências Profissionais",183,5.0
Márcia Maria Tavares de Souza,"Atendimento Clínico Autoconhecimento-o ser integrado , Gestão de pessoas na carreira pessoal e profissional ,","Conflitos Familiares, Desenvolvimento Pessoal, Entrevistas Psicológicas, Orientação de pais, Orientação Profissional, Preparação para aposentadoria, Psicologia Clínica, Psicologia Organizacional, Quarentena e Isolamento Social, Incertezas quanto ao momento e futuro, Desenvolvimento de Competências Profissionais, Sexualidade e identidade de gênero, Seleção de pessoal por competências, Recrutamento e seleção de pessoal",28,5.0
